,date,precipitation_sum,rain_sum
0,2024-01-01 06:00:00+00:00,10.700001,10.700001
1,2024-01-02 06:00:00+00:00,7.5,7.5
2,2024-01-03 06:00:00+00:00,2.0,2.0
3,2024-01-04 06:00:00+00:00,32.2,32.2
4,2024-01-05 06:00:00+00:00,0.2,0.2
5,2024-01-06 06:00:00+00:00,0.1,0.1
6,2024-01-07 06:00:00+00:00,0.0,0.0
7,2024-01-08 06:00:00+00:00,0.70000005,0.4
8,2024-01-09 06:00:00+00:00,0.0,0.0
9,2024-01-10 06:00:00+00:00,0.0,0.0
10,2024-01-11 06:00:00+00:00,0.0,0.0
11,2024-01-12 06:00:00+00:00,0.0,0.0
12,2024-01-13 06:00:00+00:00,0.3,0.3
13,2024-01-14 06:00:00+00:00,1.3000001,1.3000001
14,2024-01-15 06:00:00+00:00,0.0,0.0
15,2024-01-16 06:00:00+00:00,0.0,0.0
16,2024-01-17 06:00:00+00:00,0.0,0.0
17,2024-01-18 06:00:00+00:00,0.0,0.0
18,2024-01-19 06:00:00+00:00,0.0,0.0
19,2024-01-20 06:00:00+00:00,0.3,0.3
20,2024-01-21 06:00:00+00:00,6.6000004,6.6000004
21,2024-01-22 06:00:00+00:00,0.4,0.4
22,2024-01-23 06:00:00+00:00,2.9999998,2.9999998
23,2024-01-24 06:00:00+00:00,0.0,0.0
24,2024-01-25 06:00:00+00:00,1.5,1.5
25,2024-01-26 06:00:00+00:00,0.2,0.2
26,2024-01-27 06:00:00+00:00,0.0,0.0
27,2024-01-28 06:00:00+00:00,0.0,0.0
28,2024-01-29 06:00:00+00:00,0.0,0.0
29,2024-01-30 06:00:00+00:00,0.0,0.0
30,2024-01-31 06:00:00+00:00,0.6,0.6
31,2024-02-01 06:00:00+00:00,0.0,0.0
32,2024-02-02 06:00:00+00:00,0.0,0.0
33,2024-02-03 06:00:00+00:00,0.7,0.7
34,2024-02-04 06:00:00+00:00,0.1,0.1
35,2024-02-05 06:00:00+00:00,0.1,0.1
36,2024-02-06 06:00:00+00:00,18.0,18.0
37,2024-02-07 06:00:00+00:00,0.8,0.8
38,2024-02-08 06:00:00+00:00,17.300001,17.300001
39,2024-02-09 06:00:00+00:00,6.2,6.2
40,2024-02-10 06:00:00+00:00,3.1,3.1
41,2024-02-11 06:00:00+00:00,6.2999997,6.2999997
42,2024-02-12 06:00:00+00:00,0.0,0.0
43,2024-02-13 06:00:00+00:00,2.6000001,2.6000001
44,2024-02-14 06:00:00+00:00,2.9,2.9
45,2024-02-15 06:00:00+00:00,2.2,2.2
46,2024-02-16 06:00:00+00:00,0.2,0.2
47,2024-02-17 06:00:00+00:00,5.5,5.5
48,2024-02-18 06:00:00+00:00,8.4,8.4
49,2024-02-19 06:00:00+00:00,2.1999998,2.1999998
50,2024-02-20 06:00:00+00:00,0.5,0.5
51,2024-02-21 06:00:00+00:00,3.1000001,3.1000001
52,2024-02-22 06:00:00+00:00,11.6,11.6
53,2024-02-23 06:00:00+00:00,1.9000001,1.4000001
54,2024-02-24 06:00:00+00:00,1.6,1.6
55,2024-02-25 06:00:00+00:00,4.1,4.1
56,2024-02-26 06:00:00+00:00,0.2,0.2
57,2024-02-27 06:00:00+00:00,0.70000005,0.70000005
58,2024-02-28 06:00:00+00:00,1.1,1.1
59,2024-02-29 06:00:00+00:00,8.3,8.3
60,2024-03-01 06:00:00+00:00,6.7999997,6.7
61,2024-03-02 06:00:00+00:00,2.0000002,2.0000002
62,2024-03-03 06:00:00+00:00,0.0,0.0
63,2024-03-04 06:00:00+00:00,2.1,2.1
64,2024-03-05 06:00:00+00:00,0.8,0.8
65,2024-03-06 06:00:00+00:00,0.0,0.0
66,2024-03-07 06:00:00+00:00,0.3,0.3
67,2024-03-08 06:00:00+00:00,0.0,0.0
68,2024-03-09 06:00:00+00:00,1.3000001,1.3000001
69,2024-03-10 06:00:00+00:00,9.4,9.4
